DE_0,FE_0,label
-0.059038,0.11321,0
-0.038594,0.10437,0
-0.0089705,0.084853,0
0.0012517,0.070676,0
-0.012934,0.094509,0
-0.022739,0.084236,0
-0.010848,0.071704,0
0.021696,0.064513,0
0.034213,0.071293,0
0.0039637,0.12492,0
-0.050276,0.16991,0
-0.091165,0.18922,0
-0.08595,0.17135,0
-0.071346,0.12861,0
-0.06321,0.10684,0
-0.059873,0.11444,0
-0.073433,0.11485,0
-0.066757,0.11362,0
-0.036299,0.090811,0
-0.005424,0.071498,0
0.011265,0.10108,0
-0.0047982,0.15121,0
-0.03171,0.1995,0
-0.038385,0.19148,0
-0.021905,0.14341,0
-0.00062585,0.095125,0
0.012517,0.063691,0
0.022739,0.055473,0
0.041097,0.039242,0
0.068009,0.01582,0
0.084906,-0.00020545,0
0.095963,0.020545,0
0.0799,0.087524,0
0.015229,0.15717,0
-0.038594,0.18779,0
-0.038385,0.15265,0
-0.0050068,0.083415,0
0.017315,0.044378,0
0.014603,0.017258,0
0.029415,-0.0057527,0
0.065922,-0.02486,0
0.095129,-0.043556,0
0.11724,-0.028969,0
0.10577,0.030818,0
0.069678,0.12204,0
0.03171,0.18327,0
0.012308,0.17916,0
0.037134,0.11588,0
0.055909,0.044995,0
0.045478,0.012327,0
0.032753,-0.018696,0
0.032753,-0.053418,0
0.043392,-0.07684,0
0.043183,-0.09266,0
0.042349,-0.044584,0
0.031501,0.041913,0
-0.0022948,0.10971,0
-0.016898,0.14176,0
0.008136,0.10088,0
0.04214,0.057527,0
0.063836,0.035133,0
0.075102,0.013765,0
0.072598,0.0082182,0
0.086993,-0.027325,0
0.10368,-0.066773,0
0.091791,-0.076635,0
0.041723,-0.054035,0
-0.041097,0.0069855,0
-0.097215,0.043351,0
-0.10285,0.037804,0
-0.072807,0.010889,0
-0.032961,-0.0073964,0
-0.0045895,0.0026709,0
0.010848,0.020545,0
0.036299,0.021778,0
0.070929,-0.021778,0
0.08595,-0.069444,0
0.076353,-0.079305,0
0.037968,-0.050336,0
-0.023574,-0.0047255,0
-0.063836,-0.0026709,0
-0.056326,-0.023833,0
-0.03171,-0.02712,0
-0.019193,-0.0080127,0
-0.023156,0.0339,0
-0.026494,0.053418,0
-0.0085532,0.031435,0
0.041306,-0.0043145,0
0.068009,-0.035338,0
0.046104,-0.012944,0
0.0077188,0.042118,0
-0.016689,0.052802,0
0.0073015,0.044789,0
0.043809,0.042529,0
0.071346,0.058349,0
0.084489,0.098618,0
0.070512,0.13211,0
0.069469,0.13005,0
0.089496,0.068211,0
0.10431,-0.0034927,0
0.077396,-0.032873,0
0.0052154,-0.017258,0
-0.043809,0.021162,0
-0.061333,0.030407,0
-0.036925,0.024244,0
0.0045895,0.025682,0
0.014603,0.06328,0
0.014394,0.11588,0
-0.018984,0.11855,0
-0.025242,0.062664,0
-0.0012517,-0.021367,0
-0.0095963,-0.076635,0
-0.03317,-0.093276,0
-0.073224,-0.06554,0
-0.081986,-0.046638,0
-0.042975,-0.037393,0
0.0224,-0.020545,0
0.022739,0.017464,0
0.0091791,0.08136,0
-0.027954,0.11115,0
-0.05278,0.089784,0
-0.041932,-0.0026709,0
-0.011057,-0.082593,0
-0.0095963,-0.13704,0
-0.023991,-0.1317,0
-0.013769,-0.078689,0
0.024825,-0.061636,0
0.078857,-0.029585,0
0.1016,0.0092455,0
0.10118,0.088551,0
0.070929,0.16765,0
0.024199,0.19518,0
0.0043809,0.15019,0
0.012517,0.05424,0
0.042975,-0.012122,0
0.026286,-0.049925,0
-0.0089705,-0.028764,0
-0.014186,-0.025065,0
-0.00041723,-0.046227,0
0.020236,-0.020135,0
0.0014603,0.021984,0
-0.046521,0.091838,0
-0.10014,0.13786,0
-0.12413,0.13293,0
-0.097423,0.1017,0
-0.060081,0.03842,0
-0.047773,-0.00041091,0
-0.056743,0.0016436,0
-0.06634,-0.0051364,0
-0.061542,-0.034105,0
-0.039428,-0.066773,0
-0.026286,-0.061636,0
-0.050068,0.019107,0
-0.10681,0.10478,0
-0.16648,0.14156,0
-0.17983,0.10745,0
-0.14624,0.021984,0
-0.11182,-0.034105,0
-0.067174,-0.063485,0
-0.041306,-0.058349,0
-0.018358,-0.064718,0
0.025868,-0.066567,0
0.054031,-0.033489,0
0.064045,0.031229,0
0.0083446,0.12779,0
-0.074267,0.17649,0
-0.10973,0.18963,0
-0.10869,0.13539,0
-0.078022,0.053829,0
-0.040889,0.024038,0
-0.0045895,-0.011095,0
0.03317,-0.031845,0
0.069469,-0.033078,0
0.094711,-0.036982,0
0.094086,0.0084236,0
0.068634,0.090811,0
0.013351,0.15799,0
-0.026494,0.18244,0
-0.014394,0.13252,0
0.021696,0.046022,0
0.065297,-0.0092455,0
0.083446,-0.044378,0
0.094711,-0.062253,0
0.10765,-0.066156,0
0.11286,-0.074169,0
0.12976,-0.052596,0
0.11036,0.0016436,0
0.063628,0.088962,0
0.0121,0.16169,0
-0.010431,0.16231,0
0.02107,0.11238,0
0.056952,0.057527,0
0.099092,0.013765,0
0.13205,-0.029791,0
0.15876,-0.056295,0
0.19213,-0.10601,0
0.18442,-0.1395,0
0.15208,-0.088551,0
0.089287,-0.0012327,0
0.0047982,0.088962,0
-0.037134,0.13889,0
-0.041723,0.11115,0
-0.0035465,0.053418,0
0.04214,0.00452,0
0.063628,-0.037804,0
0.074684,-0.059376,0
0.089287,-0.10067,0
0.11891,-0.1393,0
0.11057,-0.1169,0
0.065714,-0.051775,0
0.0045895,0.050336,0
-0.054449,0.13334,0
-0.066966,0.15121,0
-0.048607,0.11156,0
-0.0022948,0.06328,0
0.049233,0.016025,0
0.077396,-0.028147,0
0.096589,-0.047665,0
0.098258,-0.096769,0
0.083863,-0.099235,0
0.03609,-0.053213,0
-0.037759,0.0071909,0
-0.093877,0.095331,0
-0.11766,0.1169,0
-0.089496,0.10458,0
-0.025868,0.076429,0
0.048399,0.050542,0
0.11224,0.050542,0
0.14499,0.032462,0
0.16981,-0.013765,0
0.16293,-0.067595,0
0.1089,-0.081155,0
0.02107,-0.0452,0
-0.082403,0.037393,0
-0.13915,0.098207,0
-0.13706,0.099235,0
-0.096172,0.079922,0
-0.046313,0.047049,0
-0.00083446,0.026504,0
0.032753,0.013149,0
0.04819,-0.036365,0
0.064045,-0.08362,0
0.057161,-0.092044,0
0.0073015,-0.075607,0
-0.064254,0.0039036,0
-0.12809,0.080538,0
-0.15938,0.094509,0
-0.14457,0.093276,0
-0.089913,0.064513,0
-0.022322,0.048282,0
0.03463,0.050953,0
0.07677,0.0113,0
0.1089,-0.046022,0
0.12079,-0.097591,0
0.092834,-0.11156,0
0.027954,-0.055884,0
-0.071764,0.019518,0
-0.14123,0.068827,0
-0.13769,0.09266,0
-0.10639,0.10704,0
-0.040054,0.12101,0
0.025034,0.13663,0
0.081569,0.13437,0
0.14791,0.092249,0
0.17399,0.04294,0
0.1671,0.0063691,0
0.10931,-0.0071909,0
0.01356,0.024655,0
-0.050485,0.057527,0
-0.074893,0.073964,0
-0.055492,0.09266,0
-0.028372,0.11156,0
0.0098049,0.14197,0
0.056535,0.16231,0
0.068634,0.15245,0
0.096589,0.093482,0
0.099927,0.011505,0
0.062793,-0.036571,0
0.0064671,-0.053213,0
-0.065088,-0.046022,0
-0.074684,-0.025682,0
-0.060916,0.0055473,0
-0.035465,0.03616,0
0.016481,0.084647,0
0.054449,0.14259,0
0.098675,0.15142,0
0.1356,0.10355,0
0.15333,0.0078073,0
0.13456,-0.078278,0
0.07385,-0.1093,0
0.022739,-0.095331,0
-0.015646,-0.059787,0
-0.022948,0.0043145,0
-0.0060498,0.063691,0
0.0077188,0.10992,0
0.02712,0.1621,0
0.051319,0.15676,0
0.094294,0.1206,0
0.12079,0.049309,0
0.11161,-0.043556,0
0.084698,-0.073347,0
0.017315,-0.068211,0
-0.042766,-0.031845,0
-0.061124,0.020545,0
-0.040263,0.056911,0
0.0022948,0.10375,0
0.0121,0.16436,0
0.019401,0.19046,0
0.041097,0.17381,0
0.05278,0.1167,0
0.04673,0.022189,0
0.014812,-0.041707,0
-0.033587,-0.0565,0
-0.086784,-0.031024,0
-0.1114,0.010067,0
-0.084698,0.054651,0
-0.045478,0.10355,0
-0.023365,0.16272,0
-0.019818,0.20525,0
-0.0016689,0.1808,0
0.035673,0.11814,0
0.063419,0.018285,0
0.093251,-0.041502,0
0.061124,-0.061842,0
-0.0093877,-0.071087,0
-0.035047,-0.02034,0
-0.03171,0.012327,0
0.0093877,0.039242,0
0.038594,0.087318,0
0.050694,0.13457,0
0.067383,0.14505,0
0.066131,0.12409,0
0.084072,0.058349,0
0.097632,-0.016025,0
0.073224,-0.030202,0
0.008136,-0.053829,0
-0.062585,-0.025271,0
-0.086367,0.0098618,0
-0.065297,0.026093,0
-0.021279,0.073964,0
0.014186,0.10334,0
0.028372,0.12101,0
0.032753,0.09718,0
0.048816,0.041502,0
0.076979,-0.033284,0
0.077188,-0.056911,0
0.028163,-0.063485,0
-0.030041,-0.04294,0
-0.064254,0.0032873,0
-0.071764,-0.022805,0
-0.050276,0.016847,0
-0.040889,0.050542,0
-0.053823,0.067595,0
-0.049859,0.097796,0
-0.017524,0.050953,0
0.030249,-0.00020545,0
0.078648,-0.039242,0
0.10222,-0.041091,0
0.065714,-0.0010273,0
0.0095963,0.060609,0
-0.017524,0.070471,0
-0.012517,0.086907,0
0.0025034,0.11095,0
0.013143,0.095742,0
0.028163,0.11218,0
0.049233,0.069649,0
0.099301,0.027942,0
0.15375,-0.0036982,0
0.1744,-0.020545,0
0.12809,0.0096564,0
0.02858,0.041913,0
-0.049442,0.056089,0
-0.082612,0.048076,0
-0.073641,0.067389,0
-0.059247,0.0565,0
-0.044435,0.079716,0
-0.010431,0.057116,0
0.027746,-0.028558,0
0.080526,-0.071498,0
0.11703,-0.12594,0
0.09346,-0.098002,0
0.028163,-0.029791,0
-0.050902,0.020135,0
-0.09951,0.058555,0
-0.094294,0.058965,0
-0.07531,0.049309,0
-0.065297,0.043351,0
-0.047564,0.025476,0
-0.011265,-0.027325,0
0.044852,-0.079716,0
0.08595,-0.13005,0
0.090748,-0.12779,0
0.060707,-0.064307,0
0.0089705,-0.014587,0
-0.017524,0.0065745,0
-0.020653,0.015615,0
-0.017315,0.0086291,0
-0.01356,-0.0092455,0
-0.0066757,0.0063691,0
0.016689,-0.02938,0
0.051111,-0.083825,0
0.1016,-0.11177,0
0.15208,-0.13129,0
0.13915,-0.060404,0
0.073015,0.011095,0
-0.0012517,0.059993,0
-0.049859,0.083209,0
-0.064879,0.064718,0
-0.081151,0.066156,0
-0.080317,0.058555,0
-0.073433,0.043351,0
-0.05883,-0.0030818,0
-0.005424,-0.061636,0
0.063628,-0.092044,0
0.081777,-0.05424,0
0.042349,0.026915,0
-0.0016689,0.06554,0
-0.052154,0.080333,0
-0.071138,0.048693,0
-0.069052,0.0071909,0
-0.079691,0.0028764,0
-0.060916,0.0010273,0
-0.036925,-0.017464,0
0.0085532,-0.034516,0
0.06321,-0.054651,0
0.077396,-0.034516,0
0.074058,0.047049,0
0.024199,0.094304,0
-0.014812,0.13087,0
-0.020653,0.11505,0
-0.016481,0.072525,0
-0.00020862,0.081771,0
-0.016481,0.069033,0
-0.020027,0.058144,0
-0.010431,0.022189,0
0.0075102,-0.022395,0
0.03171,-0.019107,0
0.027954,0.011711,0
0.011057,0.069444,0
-0.016063,0.10786,0
-0.025034,0.10314,0
-0.015646,0.059787,0
-0.0079274,0.048693,0
-0.011891,0.069855,0
-0.035465,0.087318,0
-0.03463,0.10108,0
-0.0043809,0.057527,0
0.029415,0.017258,0
0.059873,0.00452,0
0.059664,0.02034,0
0.044018,0.065129,0
0.02712,0.069238,0
-0.0050068,0.038009,0
-0.0098049,0.02938,0
-0.013143,0.054445,0
-0.030249,0.079305,0
-0.02712,0.098824,0
-0.0035465,0.050747,0
0.061333,-0.010684,0
0.11057,-0.02034,0
0.11328,0.0018491,0
0.076145,0.068005,0
0.028789,0.081771,0
0.018775,0.047665,0
0.033587,0.018696,0
0.045687,0.024244,0
0.01961,0.052185,0
0.0037551,0.069649,0
0.011891,0.069855,0
0.040263,0.013765,0
0.075102,-0.021573,0
0.068217,-0.035749,0
0.052988,-0.018491,0
0.01961,0.020545,0
-0.00020862,0.0086291,0
0.0039637,-0.012944,0
0.0020862,-0.024449,0
0.0062585,0.0016436,0
-0.014186,0.044789,0
-0.027746,0.062458,0
-0.019818,0.028764,0
0.0095963,-0.018491,0
0.038594,-0.035338,0
0.025242,-0.023833,0
0.0079274,0.013971,0
-0.014812,0.0026709,0
-0.027329,-0.024038,0
-0.010639,-0.03164,0
0.0058412,-0.016025,0
0.011891,0.039653,0
-0.010014,0.072115,0
-0.017524,0.070676,0
0.01815,0.032462,0
0.048816,-0.00061636,0
0.064254,-0.012944,0
0.042766,0.00082182,0
0.0091791,0.016642,0
-0.017106,-0.0018491,0
-0.038177,-0.01356,0
-0.026911,-0.017875,0
-0.035673,0.033695,0
-0.056118,0.10334,0
-0.059038,0.12923,0
-0.042558,0.10622,0
-0.0037551,0.054035,0
0.020444,0.0055473,0
0.03317,-0.0014382,0
0.025868,0.02034,0
0.0066757,-0.014382,0
0.0070929,-0.024655,0
0.0052154,-0.037393,0
-0.015646,-0.018285,0
-0.061959,0.057527,0
-0.1139,0.079305,0
-0.11662,0.091016,0
-0.084489,0.04746,0
-0.037968,-0.0047255,0
0.0075102,-0.030202,0
0.02858,-0.03616,0
0.04214,-0.03616,0
0.053197,-0.058555,0
0.056952,-0.060404,0
0.045478,-0.041296,0
0.019818,0.034927,0
-0.010014,0.096358,0
-0.019401,0.12451,0
-0.0066757,0.092249,0
0.034839,0.0053418,0
0.077188,-0.042735,0
0.080734,-0.062253,0
0.074267,-0.056911,0
0.06175,-0.073142,0
0.062376,-0.077045,0
0.074893,-0.068416,0
0.073433,-0.014176,0
0.065297,0.070471,0
0.046104,0.10643,0
0.03317,0.1167,0
0.037551,0.050542,0
0.033796,-0.0094509,0
0.034213,-0.039242,0
0.043809,-0.055884,0
0.052571,-0.044584,0
0.064462,-0.046227,0
0.079691,-0.037598,0
0.078648,0.0024655,0
0.024408,0.083004,0
-0.039846,0.15368,0
-0.065297,0.16519,0
-0.056743,0.09944,0
-0.016481,0.027325,0
0.022113,-0.028764,0
0.059455,-0.060815,0
0.080526,-0.045816,0
0.086784,-0.041296,0
0.11432,-0.023011,0
0.11474,0.0080127,0
0.077188,0.077251,0
0.0020862,0.15286,0
-0.06321,0.18306,0
-0.074267,0.18676,0
-0.065505,0.13108,0
-0.018775,0.087318,0
0.010014,0.060815,0
0.020236,0.028764,0
0.056326,0.015204,0
0.070512,-0.0071909,0
0.081777,-0.010889,0
0.051528,0.030818,0
-0.016063,0.099645,0
-0.071346,0.16128,0
-0.12058,0.18285,0
-0.09951,0.13642,0
-0.063419,0.078689,0
-0.030249,0.041091,0
-0.00041723,0.014382,0
0.0016689,0.024038,0
0.027746,0.014587,0
0.020236,-0.0012327,0
0.016063,0.0082182,0
-0.0041723,0.050336,0
-0.074893,0.12718,0
-0.11662,0.16909,0
-0.13164,0.14074,0
-0.084489,0.072731,0
-0.036299,0.024038,0
-0.016898,-0.022189,0
0.023782,-0.035955,0
0.065714,-0.031229,0
0.11453,-0.044584,0
0.12788,-0.021778,0
0.10869,0.013971,0
0.04214,0.091838,0
-0.058204,0.15861,0
-0.093877,0.15491,0
-0.086993,0.10971,0
-0.035465,0.030818,0
0.035465,-0.030818,0
0.07385,-0.044995,0
0.11662,-0.028147,0
0.14958,-0.047255,0
0.16522,-0.050542,0
0.13998,-0.017464,0
0.062793,0.037804,0
-0.013769,0.13067,0
-0.074893,0.14649,0
-0.07677,0.11444,0
-0.034004,0.062253,0
0.02253,-0.021162,0
0.095129,-0.048282,0
0.13393,-0.051158,0
0.15646,-0.070676,0
0.16147,-0.073964,0
0.14228,-0.058144,0
0.092208,-0.011505,0
0,0.068005,0
-0.082612,0.11526,0
-0.12183,0.10314,0
-0.085115,0.051775,0
-0.0095963,-0.013149,0
0.068009,-0.061431,0
0.13393,-0.067595,0
0.1767,-0.055678,0
0.20674,-0.049104,0
0.18859,-0.039858,0
0.15438,-0.025065,0
0.10201,0.041296,0
0.01356,0.11095,0
-0.034839,0.13005,0
-0.04068,0.11279,0
0.0020862,0.05198,0
0.058412,-0.0032873,0
0.093877,-0.015409,0
0.13331,-0.013971,0
0.14436,-0.011505,0
0.14582,-0.00020545,0
0.12225,-0.010067,0
0.063419,0.016847,0
-0.011682,0.068416,0
-0.092417,0.078689,0
-0.12267,0.084442,0
-0.10994,0.035544,0
-0.056118,-0.0032873,0
0.010848,-0.00020545,0
0.064045,-0.012327,0
0.11808,0.0024655,0
0.13205,0.0010273,0
0.097841,-0.013355,0
0.039846,-0.012122,0
-0.053614,0.016847,0
-0.14958,0.046433,0
-0.19818,0.060815,0
-0.184,0.053829,0
-0.11975,0.0018491,0
-0.05883,-0.0082182,0
0.0018775,-0.0063691,0
0.050694,-0.0014382,0
0.083655,0.00226,0
0.098049,-0.027736,0
0.058412,-0.039036,0
-0.011891,-0.028969,0
-0.1016,-0.013355,0
-0.15083,0.0098618,0
-0.14394,0.036776,0
-0.11119,0.028764,0
-0.057578,0.030202,0
-0.011891,0.02034,0
0.028789,0.010478,0
0.045895,0.017464,0
0.060707,-0.022805,0
0.066966,-0.045816,0
0.018984,-0.034722,0
-0.060498,0.011505,0
-0.14082,0.073142,0
-0.17336,0.11505,0
-0.15041,0.10704,0
-0.10222,0.081155,0
-0.03922,0.06328,0
0.015646,0.033284,0
0.03317,0.046433,0
0.042975,0.0069855,0
0.055283,-0.039447,0
0.016272,-0.03164,0
-0.057995,-0.037598,0
-0.12496,0.0063691,0
-0.16126,0.047255,0
-0.14019,0.053829,0
-0.083446,0.073964,0
-0.021905,0.095125,0
0.032753,0.10807,0
0.055283,0.11423,0
0.070929,0.080127,0
0.092625,0.018902,0
0.080317,-0.0084236,0
0.047773,-0.016642,0
-0.0068843,0.016231,0
-0.071138,0.066773,0
-0.08887,0.083209,0
-0.062167,0.087729,0
-0.016481,0.089373,0
0.032335,0.090811,0
0.063836,0.086702,0
0.084906,0.057116,0
0.089287,-0.019724,0
0.078022,-0.079716,0
0.056743,-0.11896,0
0.0060498,-0.10766,0
-0.046104,-0.041502,0
-0.088036,-0.011095,0
-0.094294,0.052391,0
-0.062167,0.089167,0
-0.038385,0.091222,0
-0.022113,0.10375,0
0.0022948,0.058349,0
0.033378,-0.0061636,0
0.054449,-0.064513,0
0.061959,-0.10663,0
0.030875,-0.097796,0
-0.012934,-0.036365,0
-0.041097,0.0092455,0
-0.063628,0.040475,0
-0.040889,0.064307,0
0.008136,0.062869,0
0.04965,0.085264,0
0.074893,0.085469,0
0.10452,0.033284,0
0.15187,-0.016025,0
0.16022,-0.049925,0
0.13477,-0.05424,0
0.085115,-0.0026709,0
0.01502,0.050131,0
-0.029623,0.083825,0
-0.040263,0.10643,0
-0.015229,0.096564,0
0.012308,0.11937,0
0.033796,0.13046,0
0.069052,0.089578,0
0.098884,0.061431,0
0.12392,0.023422,0
0.10911,-0.00082182,0
0.059247,0.034311,0
-0.0077188,0.079922,0
-0.075936,0.088962,0
-0.080943,0.10704,0
-0.068009,0.11711,0
-0.060707,0.13765,0
-0.04068,0.16272,0
-0.021279,0.12471,0
0.02253,0.075813,0
0.060707,0.010684,0
0.086784,-0.040064,0
0.071555,-0.038009,0
0.0041723,0.0018491,0
-0.052362,0.03616,0
-0.09492,0.051364,0
-0.090539,0.053418,0
-0.068426,0.052596,0
-0.049233,0.084647,0
-0.010639,0.082798,0
0.031918,0.065335,0
0.097215,0.034722,0
0.13018,-0.0043145,0
0.12788,0.00678,0
0.086158,0.042118,0
0.0052154,0.077251,0
-0.034839,0.083004,0
-0.057369,0.08814,0
-0.045478,0.064102,0
-0.020236,0.067389,0
-0.016689,0.081771,0
0.018358,0.04294,0
0.069678,0.030613,0
0.11975,-0.026709,0
0.14123,-0.04746,0
0.10535,-0.02034,0
0.030249,0.0010273,0
-0.039428,0.035544,0
-0.067383,0.023422,0
-0.057995,0.0020545,0
